,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,year,month,day,Data Value
7506,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,503.0,Willowbrook,2005-2007,2005,1,1,30.2
3302,375,Nitrogen dioxide (NO2),Mean,ppb,CD,108.0,Upper East Side (CD8),Annual Average 2018,2018,1,1,23.5
7245,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,207.0,East Flatbush - Flatbush,Summer 2012,2012,6,1,16.9
4346,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316.0,Brownsville (CD16),Summer 2017,2017,6,1,14.3
6138,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,205.0,Sunset Park,Annual Average 2009,2008,12,1,11.0
642,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303.0,East Harlem,Winter 2020-21,2020,12,1,22.0
4824,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,403.0,Flushing - Clearview,2012-2014,2012,1,2,8.9
14319,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,410.0,South Ozone Park and Howard Beach (CD10),Winter 2020-21,2020,12,1,6.4
9515,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,105106107.0,South Bronx,Annual Average 2012,2011,12,1,10.2
8542,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,502.0,Stapleton - St. George,Annual Average 2012,2011,12,1,16.0
16132,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,410.0,Rockaways,Annual Average 2022,2022,1,1,5.0
1181,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,305.0,East New York and Starrett City (CD5),Annual Average 2009,2008,12,1,10.5
7062,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,401.0,Long Island City - Astoria,Summer 2013,2013,6,1,11.1
8482,375,Nitrogen dioxide (NO2),Mean,ppb,CD,402.0,Woodside and Sunnyside (CD2),Summer 2012,2012,6,1,18.7
12029,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,503504.0,Southern SI,Winter 2012-13,2012,12,1,18.0
4087,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,305.0,Upper East Side,Summer 2017,2017,6,1,21.9
11399,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,309.0,Union Square - Lower East Side,2009-2011,2009,1,1,18.5
9706,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,205.0,Sunset Park,Winter 2011-12,2011,12,1,10.1
13284,386,Ozone (O3),Mean,ppb,UHF42,502.0,Stapleton - St. George,Summer 2009,2009,6,1,26.5
3021,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,309.0,Union Square - Lower East Side,Summer 2018,2018,6,1,9.3
12272,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,307.0,Sunset Park (CD7),Summer 2016,2016,6,1,9.0
10488,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,103.0,Lower East Side and Chinatown (CD3),Winter 2018-19,2018,12,1,9.8
12374,646,Outdoor Air Toxics - Benzene,Annual average concentration,Âµg/m3,UHF42,211.0,Williamsburg - Bushwick,2005,2005,1,1,2.8
16603,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,3.0,Manhattan,Winter 2013-14,2013,12,1,32.4
778,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,302.0,Fort Greene and Brooklyn Heights (CD2),Annual Average 2017,2017,1,1,8.3
7896,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,501502.0,Northern SI,Winter 2021-22,2021,12,1,18.5
5578,386,Ozone (O3),Mean,ppb,UHF42,209.0,Bensonhurst - Bay Ridge,Summer 2017,2017,6,1,30.1
12098,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,208.0,Canarsie - Flatlands,2005-2007,2005,1,1,79.4
16709,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,403.0,Jackson Heights (CD3),Summer 2017,2017,6,1,8.8
17078,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,502.0,Stapleton - St. George,Annual Average 2019,2019,1,1,13.3
4814,386,Ozone (O3),Mean,ppb,CD,206.0,Belmont and East Tremont (CD6),Summer 2015,2015,6,1,29.8
9969,386,Ozone (O3),Mean,ppb,UHF34,503504.0,Southern SI,Summer 2017,2017,6,1,28.6
9830,386,Ozone (O3),Mean,ppb,CD,210.0,Throgs Neck and Co-op City (CD10),Summer 2019,2019,6,1,31.5
5549,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,1.0,Bronx,Annual Average 2014,2013,12,1,9.3
16602,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,206.0,Borough Park,Winter 2008-09,2008,12,1,29.7
11850,375,Nitrogen dioxide (NO2),Mean,ppb,CD,211.0,Morris Park and Bronxdale (CD11),Summer 2012,2012,6,1,16.5
12897,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",Borough,2.0,Brooklyn,2005-2007,2005,1,1,67.8
16402,375,Nitrogen dioxide (NO2),Mean,ppb,CD,111.0,East Harlem (CD11),Winter 2008-09,2008,12,1,34.2
6617,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,403.0,Flushing - Clearview,Summer 2016,2016,6,1,7.8
16420,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,211.0,Williamsburg - Bushwick,Winter 2015-16,2015,12,1,25.3
11890,386,Ozone (O3),Mean,ppb,UHF34,203.0,Bedford Stuyvesant - Crown Heights,Summer 2016,2016,6,1,33.0
9027,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,307.0,Gramercy Park - Murray Hill,Summer 2022,2022,6,1,8.0
11729,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,3.0,Manhattan,Winter 2021-22,2021,12,1,23.4
5401,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,309.0,Union Square - Lower East Side,2015-2017,2015,1,1,102.2
7997,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404.0,Bayside - Little Neck,Winter 2014-15,2014,12,1,22.3
4863,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,108.0,Upper East Side (CD8),Winter 2010-11,2010,12,1,14.7
16620,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,401.0,Long Island City - Astoria,2009-2011,2009,1,1,15.6
11939,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,409.0,Kew Gardens and Woodhaven (CD9),Winter 2010-11,2010,12,1,12.0
10364,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,104.0,Pelham - Throgs Neck,2017-2019,2017,1,1,22.0
9573,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,101.0,Kingsbridge - Riverdale,2015-2017,2015,1,1,36.2
11182,643,Annual vehicle miles traveled,Million miles,per square mile,UHF42,205.0,Sunset Park,2019,2019,1,1,101.6
17048,386,Ozone (O3),Mean,ppb,UHF34,408.0,Jamaica,Summer 2022,2022,6,1,34.4
8298,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,207.0,East Flatbush - Flatbush,Annual Average 2013,2012,12,1,8.6
13634,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,503.0,Willowbrook,Summer 2020,2020,6,1,7.8
3529,386,Ozone (O3),Mean,ppb,UHF42,201.0,Greenpoint,2-Year Summer Average 2009-2010,2009,6,1,27.1
13629,386,Ozone (O3),Mean,ppb,UHF42,503.0,Willowbrook,2-Year Summer Average 2009-2010,2009,6,1,30.3
12319,646,Outdoor Air Toxics - Benzene,Annual average concentration,Âµg/m3,UHF42,305.0,Upper East Side,2005,2005,1,1,4.5
11741,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,105106107.0,South Bronx,Summer 2012,2012,6,1,19.0
5520,386,Ozone (O3),Mean,ppb,UHF42,207.0,East Flatbush - Flatbush,Summer 2017,2017,6,1,30.1
16263,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,406.0,Fresh Meadows,2015-2017,2015,1,1,36.2
6893,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,208.0,Canarsie - Flatlands,Summer 2018,2018,6,1,8.1
1014,375,Nitrogen dioxide (NO2),Mean,ppb,CD,311.0,Bensonhurst (CD11),Summer 2022,2022,6,1,9.4
14045,375,Nitrogen dioxide (NO2),Mean,ppb,CD,105.0,Midtown (CD5),Summer 2010,2010,6,1,41.4
15873,375,Nitrogen dioxide (NO2),Mean,ppb,CD,407.0,Flushing and Whitestone (CD7),Annual Average 2012,2011,12,1,19.8
2249,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303.0,East Harlem,Summer 2019,2019,6,1,16.7
5976,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,212.0,Williamsbridge and Baychester (CD12),Winter 2014-15,2014,12,1,10.1
356,375,Nitrogen dioxide (NO2),Mean,ppb,CD,414.0,Rockaway and Broad Channel (CD14),Annual Average 2009,2008,12,1,14.6
4307,386,Ozone (O3),Mean,ppb,UHF42,209.0,Bensonhurst - Bay Ridge,Summer 2022,2022,6,1,35.8
5673,386,Ozone (O3),Mean,ppb,UHF42,302.0,Central Harlem - Morningside Heights,Summer 2020,2020,6,1,29.5
2703,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,104.0,Clinton and Chelsea (CD4),Winter 2019-20,2019,12,1,10.6
336,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211.0,Williamsburg - Bushwick,Summer 2014,2014,6,1,17.0
4240,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,204.0,Highbridge and Concourse (CD4),Annual Average 2022,2022,1,1,6.0
2717,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,310.0,Bay Ridge and Dyker Heights (CD10),Winter 2020-21,2020,12,1,6.8
5891,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,308.0,Greenwich Village - SoHo,Winter 2016-17,2016,12,1,9.1
7384,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,414.0,Rockaway and Broad Channel (CD14),Winter 2014-15,2014,12,1,7.4
4955,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,202.0,Downtown - Heights - Slope,Winter 2017-18,2017,12,1,27.2
5460,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,205.0,Sunset Park,2005,2005,1,1,3.2
13102,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,501.0,Port Richmond,2005,2005,1,1,2.4
8256,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,104.0,Pelham - Throgs Neck,2012-2014,2012,1,2,164.3
14485,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,504.0,South Beach - Tottenville,Annual Average 2014,2013,12,1,12.6
10298,375,Nitrogen dioxide (NO2),Mean,ppb,CD,501.0,St. George and Stapleton (CD1),Summer 2020,2020,6,1,9.2
810,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,306.0,Chelsea - Clinton,Annual Average 2019,2019,1,1,10.2
3928,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,302.0,Central Harlem - Morningside Heights,Annual Average 2014,2013,12,1,9.7
14186,386,Ozone (O3),Mean,ppb,CD,407.0,Flushing and Whitestone (CD7),Summer 2016,2016,6,1,33.5
10505,642,Boiler Emissions- Total NOx Emissions,Number per km2,number,Borough,2.0,Brooklyn,2015,2015,1,1,22.8
1347,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202.0,Hunts Point and Longwood (CD2),Winter 2008-09,2008,12,1,30.5
8260,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,211.0,Williamsburg - Bushwick,2012-2014,2012,1,2,196.9
2070,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,207.0,Kingsbridge Heights and Bedford (CD7),Summer 2010,2010,6,1,12.2
841,375,Nitrogen dioxide (NO2),Mean,ppb,CD,411.0,Bayside and Little Neck (CD11),Annual Average 2019,2019,1,1,14.5
10794,651,Cardiovascular hospitalizations due to PM2.5 (age 40+),Estimated annual rate,"per 100,000 adults",UHF42,106.0,High Bridge - Morrisania,2005-2007,2005,1,1,39.0
15489,375,Nitrogen dioxide (NO2),Mean,ppb,CD,502.0,South Beach and Willowbrook (CD2),Annual Average 2017,2017,1,1,13.2
15371,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,101.0,Kingsbridge - Riverdale,Winter 2009-10,2009,12,1,11.5
1928,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,206.0,Borough Park,Annual Average 2010,2009,12,1,9.6
15735,640,Boiler Emissions- Total SO2 Emissions,Number per km2,number,UHF42,403.0,Flushing - Clearview,2013,2013,1,1,5.1
6941,647,Outdoor Air Toxics - Formaldehyde,Annual average concentration,Âµg/m3,UHF42,207.0,East Flatbush - Flatbush,2005,2005,1,1,2.8
6706,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404.0,Bayside - Little Neck,Summer 2014,2014,6,1,12.6
3828,386,Ozone (O3),Mean,ppb,UHF42,211.0,Williamsburg - Bushwick,Summer 2017,2017,6,1,29.3
14251,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,1.0,Bronx,Winter 2015-16,2015,12,1,8.4
6335,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209.0,Bensonhurst - Bay Ridge,Winter 2009-10,2009,12,1,9.5
3588,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,306.0,Chelsea - Clinton,2012-2014,2012,1,2,28.5
8195,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,209.0,Bensonhurst - Bay Ridge,Annual Average 2021,2021,1,1,6.4
945,375,Nitrogen dioxide (NO2),Mean,ppb,CD,210.0,Throgs Neck and Co-op City (CD10),Winter 2009-10,2009,12,1,22.8
11599,375,Nitrogen dioxide (NO2),Mean,ppb,CD,407.0,Flushing and Whitestone (CD7),Summer 2021,2021,6,1,11.7
17718,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,202.0,Downtown - Heights - Slope,Summer 2017,2017,6,1,16.6
3484,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303.0,East Harlem,Winter 2010-11,2010,12,1,32.9
11669,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",Borough,2.0,Brooklyn,2017-2019,2017,1,1,30.0
2214,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,204.0,East New York,Summer 2019,2019,6,1,8.0
11205,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,101.0,Kingsbridge - Riverdale,Winter 2018-19,2018,12,1,18.3
13606,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,302.0,Fort Greene and Brooklyn Heights (CD2),Annual Average 2021,2021,1,1,7.1
10048,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,407.0,Southwest Queens,Summer 2013,2013,6,1,9.9
15750,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,503504.0,Southern SI,Summer 2011,2011,6,1,10.1
11654,375,Nitrogen dioxide (NO2),Mean,ppb,CD,404.0,Elmhurst and Corona (CD4),Summer 2019,2019,6,1,15.0
16122,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,310.0,Lower Manhattan,2012-2014,2012,1,2,52.3
1531,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,408.0,Jamaica,Annual Average 2022,2022,1,1,5.6
13701,386,Ozone (O3),Mean,ppb,UHF42,302.0,Central Harlem - Morningside Heights,2-Year Summer Average 2009-2010,2009,6,1,25.4
11129,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,104.0,Pelham - Throgs Neck,Annual Average 2015,2015,1,1,19.4
1636,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,302.0,Central Harlem - Morningside Heights,2005-2007,2005,1,1,13.1
12351,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,107.0,Upper West Side (CD7),2010,2010,1,1,116.1
8213,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,101.0,Kingsbridge - Riverdale,Winter 2021-22,2021,12,1,7.2
11085,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,205.0,Sunset Park,Annual Average 2013,2012,12,1,20.6
17288,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,501.0,St. George and Stapleton (CD1),2010,2010,1,1,25.4
14279,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,318.0,Flatlands and Canarsie (CD18),Winter 2020-21,2020,12,1,6.5
4435,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,206.0,Borough Park,Summer 2012,2012,6,1,10.2
1647,650,Respiratory hospitalizations due to PM2.5 (age 20+),Estimated annual rate,"per 100,000 adults",UHF42,205.0,Sunset Park,2009-2011,2009,1,1,12.5
9961,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,206.0,Belmont and East Tremont (CD6),Summer 2019,2019,6,1,8.2
10935,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,409.0,Southeast Queens,Winter 2010-11,2010,12,1,11.4
14002,375,Nitrogen dioxide (NO2),Mean,ppb,CD,202.0,Hunts Point and Longwood (CD2),Annual Average 2019,2019,1,1,19.0
365,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,102.0,Northeast Bronx,Summer 2013,2013,6,1,10.2
5198,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,401.0,Long Island City - Astoria,2017-2019,2017,1,1,42.0
14244,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,502.0,Stapleton - St. George,Summer 2020,2020,6,1,8.0
17756,644,Annual vehicle miles traveled (cars),Million miles,per square mile,CD,204.0,Highbridge and Concourse (CD4),2019,2019,1,1,82.4
5949,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,501502.0,Northern SI,Winter 2010-11,2010,12,1,11.8
16221,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,503.0,Willowbrook,2015-2017,2015,1,1,18.8
1140,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305.0,Upper East Side,Winter 2017-18,2017,12,1,9.8
12907,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,305307.0,Upper East Side-Gramercy,Annual Average 2013,2012,12,1,32.1
2176,375,Nitrogen dioxide (NO2),Mean,ppb,CD,211.0,Morris Park and Bronxdale (CD11),Winter 2018-19,2018,12,1,20.2
9756,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,107.0,Hunts Point - Mott Haven,Annual Average 2021,2021,1,1,18.5
14118,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,407.0,Flushing and Whitestone (CD7),Annual Average 2017,2017,1,1,7.3
2833,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,303.0,East Harlem,Summer 2012,2012,6,1,10.6
6476,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,105.0,Crotona -Tremont,2015-2017,2015,1,1,32.5
17187,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,404.0,Bayside - Little Neck,Winter 2013-14,2013,12,1,25.1
9821,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308.0,Crown Heights and Prospect Heights (CD8),Summer 2020,2020,6,1,7.0
11501,643,Annual vehicle miles traveled,Million miles,per square mile,CD,108.0,Upper East Side (CD8),2019,2019,1,1,138.6
5444,375,Nitrogen dioxide (NO2),Mean,ppb,CD,208.0,Riverdale and Fieldston (CD8),Annual Average 2020,2020,1,1,15.8
15897,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,104.0,Clinton and Chelsea (CD4),Winter 2008-09,2008,12,1,15.5
6092,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,307.0,Gramercy Park - Murray Hill,Winter 2011-12,2011,12,1,36.3
319,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,203.0,Bedford Stuyvesant - Crown Heights,Annual Average 2021,2021,1,1,17.1
16849,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,407.0,Southwest Queens,Annual Average 2018,2018,1,1,6.6
9778,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,210.0,Coney Island - Sheepshead Bay,Winter 2012-13,2012,12,1,22.5
14588,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,402.0,West Queens,Summer 2020,2020,6,1,12.9
15314,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,404406.0,Bayside Little Neck-Fresh Meadows,Annual Average 2011,2010,12,1,9.7
8268,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211.0,Williamsburg - Bushwick,Summer 2020,2020,6,1,13.2
8830,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,413.0,Queens Village (CD13),Summer 2013,2013,6,1,9.8
2273,386,Ozone (O3),Mean,ppb,CD,107.0,Upper West Side (CD7),Summer 2013,2013,6,1,26.9
1697,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,316.0,Brownsville (CD16),Annual Average 2017,2017,1,1,7.6
9572,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,501.0,Port Richmond,2015-2017,2015,1,1,74.6
13553,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,503.0,Willowbrook,Summer 2009,2009,6,1,10.7
3485,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,303.0,East Harlem,Summer 2009,2009,6,1,26.4
13538,375,Nitrogen dioxide (NO2),Mean,ppb,CD,406.0,Rego Park and Forest Hills (CD6),Annual Average 2014,2013,12,1,20.9
4192,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,312.0,Borough Park (CD12),Winter 2011-12,2011,12,1,9.2
96,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,408.0,Jamaica,Summer 2022,2022,6,1,10.5
9641,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,504.0,South Beach - Tottenville,Winter 2019-20,2019,12,1,6.1
3146,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,203.0,Bedford Stuyvesant - Crown Heights,Annual Average 2010,2009,12,1,25.2
7474,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309.0,Union Square - Lower East Side,Summer 2019,2019,6,1,20.3
10182,653,Asthma emergency departments visits due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,208.0,Canarsie - Flatlands,2012-2014,2012,1,2,98.8
15095,639,Deaths due to PM2.5,Estimated annual rate (age 30+),"per 100,000 adults",UHF42,408.0,Jamaica,2009-2011,2009,1,1,42.7
15041,646,Outdoor Air Toxics - Benzene,Annual average concentration,Âµg/m3,CD,414.0,Rockaway and Broad Channel (CD14),2011,2011,1,1,0.8
2807,375,Nitrogen dioxide (NO2),Mean,ppb,CD,112.0,Washington Heights and Inwood (CD12),Summer 2012,2012,6,1,18.4
17836,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,318.0,Flatlands and Canarsie (CD18),Annual Average 2019,2019,1,1,6.1
14243,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,502.0,Stapleton - St. George,Summer 2018,2018,6,1,9.3
13493,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,301.0,Washington Heights,Summer 2011,2011,6,1,20.9
9723,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211.0,Williamsburg - Bushwick,Annual Average 2010,2009,12,1,25.3
8168,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,209.0,Bensonhurst - Bay Ridge,2015-2017,2015,1,1,4.7
3175,375,Nitrogen dioxide (NO2),Mean,ppb,CD,212.0,Williamsbridge and Baychester (CD12),Annual Average 2022,2022,1,1,15.2
10549,659,Asthma emergency departments visits due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,405.0,Ridgewood - Forest Hills,2005-2007,2005,1,1,16.2
14561,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF34,410.0,Rockaways,Summer 2019,2019,6,1,7.0
13154,386,Ozone (O3),Mean,ppb,UHF42,406.0,Fresh Meadows,Summer 2018,2018,6,1,31.0
4964,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,208.0,Canarsie - Flatlands,2017-2019,2017,1,1,55.0
5612,386,Ozone (O3),Mean,ppb,UHF42,301.0,Washington Heights,2-Year Summer Average 2009-2010,2009,6,1,25.9
15231,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,503.0,Tottenville and Great Kills (CD3),Winter 2018-19,2018,12,1,6.5
10464,655,Asthma hospitalizations due to Ozone,Estimated annual rate (under age 18),"per 100,000 children",UHF42,504.0,South Beach - Tottenville,2005-2007,2005,1,1,5.4
2296,375,Nitrogen dioxide (NO2),Mean,ppb,CD,307.0,Sunset Park (CD7),Winter 2009-10,2009,12,1,27.6
3230,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,303.0,Bedford Stuyvesant (CD3),Summer 2016,2016,6,1,8.4
13617,645,Annual vehicle miles traveled (trucks),Million miles,per square mile,UHF42,310.0,Lower Manhattan,2005,2005,1,1,4.2
